,,,,,,
,ETF statistics ,,,,Example command:,
,,GOOGLEFINANCE - Google Docs Editors Help,,,,"GOOGLEFINANCE(""NASDAQ:GOOG"", ""price"", DATE(2014,1,1), DATE(2014,12,31), ""DAILY"")

"
,,Date,Price (Closing),,,
,,Date,Close,,"if we're want historical data for all the ETFs on some big list we compile from Morningstar or Google or wherever,  we can use Sheets' functions to ""for-each"" through all of em and put all the data in Sheets properly",
,,1/17/2012 16:00:00,58.71,,,
,,1/18/2012 16:00:00,59.49,,,
,,1/19/2012 16:00:00,59.86,,,
,,1/20/2012 16:00:00,59.77,,,
,,1/23/2012 16:00:00,59.79,,,
,,1/24/2012 16:00:00,59.68,,,
,,1/25/2012 16:00:00,60.43,,,
,,1/26/2012 16:00:00,60.22,,,
,,1/27/2012 16:00:00,60.4,,,
,,1/30/2012 16:00:00,60.45,,,
,,1/31/2012 16:00:00,60.53,,,
,,2/1/2012 16:00:00,61.02,,,
,,2/2/2012 16:00:00,61.21,,,
,,2/3/2012 16:00:00,62.05,,,
,,2/6/2012 16:00:00,62,,,
,,2/7/2012 16:00:00,62.13,,,
,,2/8/2012 16:00:00,62.46,,,
,,2/9/2012 16:00:00,62.91,,,
,,2/10/2012 16:00:00,62.47,,,
,,2/13/2012 16:00:00,63.05,,,
,,2/14/2012 16:00:00,63.21,,,
,,2/15/2012 16:00:00,62.77,,,
,,2/16/2012 16:00:00,63.63,,,
,,2/17/2012 16:00:00,63.43,,,
,,2/21/2012 16:00:00,63.61,,,
,,2/22/2012 16:00:00,63.32,,,
,,2/23/2012 16:00:00,63.74,,,
,,2/24/2012 16:00:00,63.96,,,
,,2/27/2012 16:00:00,64.05,,,
,,2/28/2012 16:00:00,64.7,,,
,,2/29/2012 16:00:00,64.41,,,
,,3/1/2012 16:00:00,64.92,,,
,,3/2/2012 16:00:00,64.87,,,
,,3/5/2012 16:00:00,64.2,,,
,,3/6/2012 16:00:00,63.57,,,
,,3/7/2012 16:00:00,64.06,,,
,,3/8/2012 16:00:00,64.75,,,
,,3/9/2012 16:00:00,65.02,,,
,,3/12/2012 16:00:00,65.05,,,
,,3/13/2012 16:00:00,66.26,,,
,,3/14/2012 16:00:00,66.49,,,
,,3/15/2012 16:00:00,66.68,,,
,,3/16/2012 16:00:00,66.52,,,
,,3/19/2012 16:00:00,66.99,,,
,,3/20/2012 16:00:00,67.11,,,
,,3/21/2012 16:00:00,67.12,,,
,,3/22/2012 16:00:00,66.98,,,
,,3/23/2012 16:00:00,66.94,,,
,,3/26/2012 16:00:00,68.11,,,
,,3/27/2012 16:00:00,68.21,,,
,,3/28/2012 16:00:00,67.94,,,
,,3/29/2012 16:00:00,67.68,,,
,,3/30/2012 16:00:00,67.55,,,
,,4/2/2012 16:00:00,68.25,,,
,,4/3/2012 16:00:00,68.23,,,
,,4/4/2012 16:00:00,67.3,,,
,,4/5/2012 16:00:00,67.72,,,
,,4/9/2012 16:00:00,67.21,,,
,,4/10/2012 16:00:00,66.13,,,
,,4/11/2012 16:00:00,66.45,,,
,,4/12/2012 16:00:00,67.21,,,
,,4/13/2012 16:00:00,66.19,,,
,,4/16/2012 16:00:00,65.45,,,
,,4/17/2012 16:00:00,66.78,,,
,,4/18/2012 16:00:00,66.61,,,
,,4/19/2012 16:00:00,65.86,,,
,,4/20/2012 16:00:00,65.68,,,
,,4/23/2012 16:00:00,65.08,,,
,,4/24/2012 16:00:00,64.73,,,
,,4/25/2012 16:00:00,66.45,,,
,,4/26/2012 16:00:00,66.84,,,
,,4/27/2012 16:00:00,67.24,,,
,,4/30/2012 16:00:00,66.76,,,
,,5/1/2012 16:00:00,66.87,,,
,,5/2/2012 16:00:00,67.06,,,
,,5/3/2012 16:00:00,66.35,,,
,,5/4/2012 16:00:00,64.7,,,
,,5/7/2012 16:00:00,64.76,,,
,,5/8/2012 16:00:00,64.52,,,
,,5/9/2012 16:00:00,64.32,,,
,,5/10/2012 16:00:00,64.19,,,
,,5/11/2012 16:00:00,64.18,,,
,,5/14/2012 16:00:00,63.58,,,
,,5/15/2012 16:00:00,63.37,,,
,,5/16/2012 16:00:00,62.94,,,
,,5/17/2012 16:00:00,61.61,,,
,,5/18/2012 16:00:00,60.81,,,
,,5/21/2012 16:00:00,62.51,,,
,,5/22/2012 16:00:00,62.44,,,
,,5/23/2012 16:00:00,62.56,,,
,,5/24/2012 16:00:00,62.15,,,
,,5/25/2012 16:00:00,62.07,,,
,,5/29/2012 16:00:00,62.86,,,
,,5/30/2012 16:00:00,62.33,,,
,,5/31/2012 16:00:00,62.06,,,
,,6/1/2012 16:00:00,60.41,,,
,,6/4/2012 16:00:00,60.87,,,
,,6/5/2012 16:00:00,61.12,,,
,,6/6/2012 16:00:00,62.52,,,
,,6/7/2012 16:00:00,62.27,,,
,,6/8/2012 16:00:00,62.87,,,
,,6/11/2012 16:00:00,61.81,,,
,,6/12/2012 16:00:00,62.56,,,
,,6/13/2012 16:00:00,62.13,,,
,,6/14/2012 16:00:00,62.36,,,
,,6/15/2012 16:00:00,62.99,,,
,,6/18/2012 16:00:00,63.58,,,
,,6/19/2012 16:00:00,64.24,,,
,,6/20/2012 16:00:00,64.29,,,
,,6/21/2012 16:00:00,62.69,,,
,,6/22/2012 16:00:00,63.35,,,
,,6/25/2012 16:00:00,62.13,,,
,,6/26/2012 16:00:00,62.52,,,
,,6/27/2012 16:00:00,62.9,,,
,,6/28/2012 16:00:00,62.2,,,
,,6/29/2012 16:00:00,64.16,,,
,,7/2/2012 16:00:00,64.35,,,
,,7/3/2012 16:00:00,64.89,,,
,,7/5/2012 16:00:00,64.93,,,
,,7/6/2012 16:00:00,64.12,,,
,,7/9/2012 16:00:00,64,,,
,,7/10/2012 16:00:00,63.37,,,
,,7/11/2012 16:00:00,63.02,,,
,,7/12/2012 16:00:00,62.43,,,
,,7/13/2012 16:00:00,63.38,,,
,,7/16/2012 16:00:00,63.2,,,
,,7/17/2012 16:00:00,63.53,,,
,,7/18/2012 16:00:00,64.39,,,
,,7/19/2012 16:00:00,65.1,,,
,,7/20/2012 16:00:00,64.24,,,
,,7/23/2012 16:00:00,63.46,,,
,,7/24/2012 16:00:00,62.96,,,
,,7/25/2012 16:00:00,62.54,,,
,,7/26/2012 16:00:00,63.37,,,
,,7/27/2012 16:00:00,64.87,,,
,,7/30/2012 16:00:00,64.82,,,
,,7/31/2012 16:00:00,64.8,,,
,,8/1/2012 16:00:00,64.61,,,
,,8/2/2012 16:00:00,64.38,,,
,,8/3/2012 16:00:00,65.6,,,
,,8/6/2012 16:00:00,66.1,,,
,,8/7/2012 16:00:00,66.65,,,
,,8/8/2012 16:00:00,66.62,,,
,,8/9/2012 16:00:00,66.82,,,
,,8/10/2012 16:00:00,66.86,,,
,,8/13/2012 16:00:00,67.02,,,
,,8/14/2012 16:00:00,67.05,,,
,,8/15/2012 16:00:00,67.22,,,
,,8/16/2012 16:00:00,68.02,,,
,,8/17/2012 16:00:00,68.32,,,
,,8/20/2012 16:00:00,68.42,,,
,,8/21/2012 16:00:00,68.15,,,
,,8/22/2012 16:00:00,68.43,,,
,,8/23/2012 16:00:00,67.87,,,
,,8/24/2012 16:00:00,68.29,,,
,,8/27/2012 16:00:00,68.4,,,
,,8/28/2012 16:00:00,68.4,,,
,,8/29/2012 16:00:00,68.4,,,
,,8/30/2012 16:00:00,67.71,,,
,,8/31/2012 16:00:00,68.16,,,
,,9/4/2012 16:00:00,68.09,,,
,,9/5/2012 16:00:00,68.02,,,
,,9/6/2012 16:00:00,69.53,,,
,,9/7/2012 16:00:00,69.43,,,
,,9/10/2012 16:00:00,68.54,,,
,,9/11/2012 16:00:00,68.43,,,
,,9/12/2012 16:00:00,68.63,,,
,,9/13/2012 16:00:00,69.56,,,
,,9/14/2012 16:00:00,70.18,,,
,,9/17/2012 16:00:00,70.21,,,
,,9/18/2012 16:00:00,70.27,,,
,,9/19/2012 16:00:00,70.4,,,
,,9/20/2012 16:00:00,70.33,,,
,,9/21/2012 16:00:00,70.15,,,
,,9/24/2012 16:00:00,69.74,,,
,,9/25/2012 16:00:00,68.76,,,
,,9/26/2012 16:00:00,68.2,,,
,,9/27/2012 16:00:00,69.14,,,
,,9/28/2012 16:00:00,68.57,,,
,,10/1/2012 16:00:00,68.47,,,
,,10/2/2012 16:00:00,68.67,,,
,,10/3/2012 16:00:00,69.11,,,
,,10/4/2012 16:00:00,69.35,,,
,,10/5/2012 16:00:00,68.98,,,
,,10/8/2012 16:00:00,68.35,,,
,,10/9/2012 16:00:00,67.26,,,
,,10/10/2012 16:00:00,66.92,,,
,,10/11/2012 16:00:00,66.71,,,
,,10/12/2012 16:00:00,66.68,,,
,,10/15/2012 16:00:00,67.17,,,
,,10/16/2012 16:00:00,68.12,,,
,,10/17/2012 16:00:00,68.08,,,
,,10/18/2012 16:00:00,67.29,,,
,,10/19/2012 16:00:00,65.68,,,
,,10/22/2012 16:00:00,66.02,,,
,,10/23/2012 16:00:00,65.39,,,
,,10/24/2012 16:00:00,65.16,,,
,,10/25/2012 16:00:00,65.16,,,
,,10/26/2012 16:00:00,65.35,,,
,,10/31/2012 16:00:00,64.95,,,
,,11/1/2012 16:00:00,65.87,,,
,,11/2/2012 16:00:00,65.17,,,
,,11/5/2012 16:00:00,65.6,,,
,,11/6/2012 16:00:00,65.72,,,
,,11/7/2012 16:00:00,64.17,,,
,,11/8/2012 16:00:00,63.16,,,
,,11/9/2012 16:00:00,63.43,,,
,,11/12/2012 16:00:00,63.42,,,
,,11/13/2012 16:00:00,62.98,,,
,,11/14/2012 16:00:00,62.24,,,
,,11/15/2012 16:00:00,62.03,,,
,,11/16/2012 16:00:00,62.3,,,
,,11/19/2012 16:00:00,63.78,,,
,,11/20/2012 16:00:00,63.8,,,
,,11/21/2012 16:00:00,63.93,,,
,,11/23/2012 16:00:00,64.9,,,
,,11/26/2012 16:00:00,65.18,,,
,,11/27/2012 16:00:00,64.96,,,
,,11/28/2012 16:00:00,65.52,,,
,,11/29/2012 16:00:00,65.91,,,
,,11/30/2012 16:00:00,65.8,,,
,,12/3/2012 16:00:00,65.67,,,
,,12/4/2012 16:00:00,65.63,,,
,,12/5/2012 16:00:00,64.9,,,
,,12/6/2012 16:00:00,65.32,,,
,,12/7/2012 16:00:00,64.93,,,
,,12/10/2012 16:00:00,65.12,,,
,,12/11/2012 16:00:00,65.97,,,
,,12/12/2012 16:00:00,65.83,,,
,,12/13/2012 16:00:00,65.31,,,
,,12/14/2012 16:00:00,64.69,,,
,,12/17/2012 16:00:00,65.55,,,
,,12/18/2012 16:00:00,66.55,,,
,,12/19/2012 16:00:00,66.26,,,
,,12/20/2012 16:00:00,66.26,,,
,,12/21/2012 16:00:00,65.2,,,
,,12/24/2012 16:00:00,65.07,,,
,,12/26/2012 16:00:00,64.5,,,
,,12/27/2012 16:00:00,64.4,,,
,,12/28/2012 16:00:00,63.78,,,
,,12/31/2012 16:00:00,65.13,,,
,,1/2/2013 16:00:00,67.2,,,
,,1/3/2013 16:00:00,66.85,,,
,,1/4/2013 16:00:00,66.63,,,
,,1/7/2013 16:00:00,66.65,,,
,,1/8/2013 16:00:00,66.52,,,
,,1/9/2013 16:00:00,66.77,,,
,,1/10/2013 16:00:00,67.17,,,
,,1/11/2013 16:00:00,67.26,,,
,,1/14/2013 16:00:00,66.96,,,
,,1/15/2013 16:00:00,66.63,,,
,,1/16/2013 16:00:00,66.9,,,
,,1/17/2013 16:00:00,67.22,,,
,,1/18/2013 16:00:00,67.07,,,
,,1/22/2013 16:00:00,67.18,,,
,,1/23/2013 16:00:00,67.59,,,
,,1/24/2013 16:00:00,66.66,,,
,,1/25/2013 16:00:00,67,,,
,,1/28/2013 16:00:00,67.15,,,
,,1/29/2013 16:00:00,67.16,,,
,,1/30/2013 16:00:00,67.02,,,
,,1/31/2013 16:00:00,66.87,,,
,,2/1/2013 16:00:00,67.66,,,
,,2/4/2013 16:00:00,66.48,,,
,,2/5/2013 16:00:00,67.46,,,
,,2/6/2013 16:00:00,67.24,,,
,,2/7/2013 16:00:00,67.3,,,
,,2/8/2013 16:00:00,67.99,,,
,,2/11/2013 16:00:00,68.01,,,
,,2/12/2013 16:00:00,67.73,,,
,,2/13/2013 16:00:00,67.97,,,
,,2/14/2013 16:00:00,67.95,,,
,,2/15/2013 16:00:00,67.75,,,
,,2/19/2013 16:00:00,68.24,,,
,,2/20/2013 16:00:00,67.19,,,
,,2/21/2013 16:00:00,66.47,,,
,,2/22/2013 16:00:00,67.14,,,
,,2/25/2013 16:00:00,66.31,,,
,,2/26/2013 16:00:00,66.56,,,
,,2/27/2013 16:00:00,67.24,,,
,,2/28/2013 16:00:00,67.1,,,
,,3/1/2013 16:00:00,67.38,,,
,,3/4/2013 16:00:00,67.68,,,
,,3/5/2013 16:00:00,68.68,,,
,,3/6/2013 16:00:00,68.51,,,
,,3/7/2013 16:00:00,68.69,,,
,,3/8/2013 16:00:00,68.77,,,
,,3/11/2013 16:00:00,68.97,,,
,,3/12/2013 16:00:00,68.72,,,
,,3/13/2013 16:00:00,68.63,,,
,,3/14/2013 16:00:00,68.86,,,
,,3/15/2013 16:00:00,68.51,,,
,,3/18/2013 16:00:00,68.36,,,
,,3/19/2013 16:00:00,68.23,,,
,,3/20/2013 16:00:00,68.71,,,
,,3/21/2013 16:00:00,67.93,,,
,,3/22/2013 16:00:00,68.59,,,
,,3/25/2013 16:00:00,68.34,,,
,,3/26/2013 16:00:00,68.71,,,
,,3/27/2013 16:00:00,68.8,,,
,,3/28/2013 16:00:00,68.97,,,
,,4/1/2013 16:00:00,68.5,,,
,,4/2/2013 16:00:00,69.04,,,
,,4/3/2013 16:00:00,68.41,,,
,,4/4/2013 16:00:00,68.43,,,
,,4/5/2013 16:00:00,67.86,,,
,,4/8/2013 16:00:00,68.22,,,
,,4/9/2013 16:00:00,68.68,,,
,,4/10/2013 16:00:00,70.02,,,
,,4/11/2013 16:00:00,69.99,,,
,,4/12/2013 16:00:00,69.94,,,
,,4/15/2013 16:00:00,68.56,,,
,,4/16/2013 16:00:00,69.47,,,
,,4/17/2013 16:00:00,68.11,,,
,,4/18/2013 16:00:00,67.17,,,
,,4/19/2013 16:00:00,68.09,,,
,,4/22/2013 16:00:00,68.79,,,
,,4/23/2013 16:00:00,69.45,,,
,,4/24/2013 16:00:00,69.42,,,
,,4/25/2013 16:00:00,69.79,,,
,,4/26/2013 16:00:00,69.57,,,
,,4/29/2013 16:00:00,70.21,,,
,,4/30/2013 16:00:00,70.72,,,
,,5/1/2013 16:00:00,70.39,,,
,,5/2/2013 16:00:00,71.28,,,
,,5/3/2013 16:00:00,72.12,,,
,,5/6/2013 16:00:00,72.4,,,
,,5/7/2013 16:00:00,72.36,,,
,,5/8/2013 16:00:00,72.71,,,
,,5/9/2013 16:00:00,72.61,,,
,,5/10/2013 16:00:00,73.05,,,
,,5/13/2013 16:00:00,73.14,,,
,,5/14/2013 16:00:00,73.52,,,
,,5/15/2013 16:00:00,73.67,,,
,,5/16/2013 16:00:00,73.59,,,
,,5/17/2013 16:00:00,74.3,,,
,,5/20/2013 16:00:00,74.19,,,
,,5/21/2013 16:00:00,74.27,,,
,,5/22/2013 16:00:00,73.62,,,
,,5/23/2013 16:00:00,73.45,,,
,,5/24/2013 16:00:00,73.41,,,
,,5/28/2013 16:00:00,73.89,,,
,,5/29/2013 16:00:00,73.54,,,
,,5/30/2013 16:00:00,73.93,,,
,,5/31/2013 16:00:00,73.25,,,
,,6/3/2013 16:00:00,73.38,,,
,,6/4/2013 16:00:00,73,,,
,,6/5/2013 16:00:00,72.05,,,
,,6/6/2013 16:00:00,72.4,,,
,,6/7/2013 16:00:00,73.39,,,
,,6/10/2013 16:00:00,73.42,,,
,,6/11/2013 16:00:00,72.69,,,
,,6/12/2013 16:00:00,71.85,,,
,,6/13/2013 16:00:00,72.76,,,
,,6/14/2013 16:00:00,72.28,,,
,,6/17/2013 16:00:00,72.98,,,
,,6/18/2013 16:00:00,73.58,,,
,,6/19/2013 16:00:00,72.76,,,
,,6/20/2013 16:00:00,71.03,,,
,,6/21/2013 16:00:00,70.43,,,
,,6/24/2013 16:00:00,69.73,,,
,,6/25/2013 16:00:00,70.24,,,
,,6/26/2013 16:00:00,70.87,,,
,,6/27/2013 16:00:00,71.17,,,
,,6/28/2013 16:00:00,71.27,,,
,,7/1/2013 16:00:00,71.71,,,
,,7/2/2013 16:00:00,71.74,,,
,,7/3/2013 16:00:00,72.03,,,
,,7/5/2013 16:00:00,72.58,,,
,,7/8/2013 16:00:00,72.65,,,
,,7/9/2013 16:00:00,73.09,,,
,,7/10/2013 16:00:00,73.51,,,
,,7/11/2013 16:00:00,74.97,,,
,,7/12/2013 16:00:00,75.3,,,
,,7/15/2013 16:00:00,75.47,,,
,,7/16/2013 16:00:00,75.37,,,
,,7/17/2013 16:00:00,75.56,,,
,,7/18/2013 16:00:00,75.37,,,
,,7/19/2013 16:00:00,74.59,,,
,,7/22/2013 16:00:00,74.81,,,
,,7/23/2013 16:00:00,74.26,,,
,,7/24/2013 16:00:00,74.5,,,
,,7/25/2013 16:00:00,74.97,,,
,,7/26/2013 16:00:00,75.37,,,
,,7/29/2013 16:00:00,75.23,,,
,,7/30/2013 16:00:00,75.63,,,
,,7/31/2013 16:00:00,75.77,,,
,,8/1/2013 16:00:00,76.54,,,
,,8/2/2013 16:00:00,76.97,,,
,,8/5/2013 16:00:00,77.02,,,
,,8/6/2013 16:00:00,76.56,,,
,,8/7/2013 16:00:00,76.42,,,
,,8/8/2013 16:00:00,76.8,,,
,,8/9/2013 16:00:00,76.49,,,
,,8/12/2013 16:00:00,76.67,,,
,,8/13/2013 16:00:00,77.1,,,
,,8/14/2013 16:00:00,76.81,,,
,,8/15/2013 16:00:00,75.51,,,
,,8/16/2013 16:00:00,75.49,,,
,,8/19/2013 16:00:00,75.35,,,
,,8/20/2013 16:00:00,75.68,,,
,,8/21/2013 16:00:00,75.42,,,
,,8/22/2013 16:00:00,76.16,,,
,,8/23/2013 16:00:00,76.67,,,
,,8/26/2013 16:00:00,76.71,,,
,,8/27/2013 16:00:00,75.14,,,
,,8/28/2013 16:00:00,75.43,,,
,,8/29/2013 16:00:00,75.96,,,
,,8/30/2013 16:00:00,75.47,,,
,,9/3/2013 16:00:00,75.9,,,
,,9/4/2013 16:00:00,76.71,,,
,,9/5/2013 16:00:00,76.84,,,
,,9/6/2013 16:00:00,76.93,,,
,,9/9/2013 16:00:00,77.83,,,
,,9/10/2013 16:00:00,78.21,,,
,,9/11/2013 16:00:00,78.06,,,
,,9/12/2013 16:00:00,78.01,,,
,,9/13/2013 16:00:00,78.06,,,
,,9/16/2013 16:00:00,77.85,,,
,,9/17/2013 16:00:00,78.37,,,
,,9/18/2013 16:00:00,79.31,,,
,,9/19/2013 16:00:00,79.5,,,
,,9/20/2013 16:00:00,78.99,,,
,,9/23/2013 16:00:00,78.83,,,
,,9/24/2013 16:00:00,78.83,,,
,,9/25/2013 16:00:00,78.56,,,
,,9/26/2013 16:00:00,79.17,,,
,,9/27/2013 16:00:00,79.07,,,
,,9/30/2013 16:00:00,78.88,,,
,,10/1/2013 16:00:00,79.68,,,
,,10/2/2013 16:00:00,79.65,,,
,,10/3/2013 16:00:00,78.72,,,
,,10/4/2013 16:00:00,79.4,,,
,,10/7/2013 16:00:00,78.74,,,
,,10/8/2013 16:00:00,77.22,,,
,,10/9/2013 16:00:00,76.98,,,
,,10/10/2013 16:00:00,78.61,,,
,,10/11/2013 16:00:00,79.23,,,
,,10/14/2013 16:00:00,79.79,,,
,,10/15/2013 16:00:00,79.48,,,
,,10/16/2013 16:00:00,80.38,,,
,,10/17/2013 16:00:00,80.84,,,
,,10/18/2013 16:00:00,82.15,,,
,,10/21/2013 16:00:00,82.33,,,
,,10/22/2013 16:00:00,82.45,,,
,,10/23/2013 16:00:00,81.95,,,
,,10/24/2013 16:00:00,82.31,,,
,,10/25/2013 16:00:00,82.9,,,
,,10/28/2013 16:00:00,82.92,,,
,,10/29/2013 16:00:00,83.06,,,
,,10/30/2013 16:00:00,82.98,,,
,,10/31/2013 16:00:00,82.79,,,
,,11/1/2013 16:00:00,82.81,,,
,,11/4/2013 16:00:00,82.93,,,
,,11/5/2013 16:00:00,83.02,,,
,,11/6/2013 16:00:00,83,,,
,,11/7/2013 16:00:00,81.44,,,
,,11/8/2013 16:00:00,82.54,,,
,,11/11/2013 16:00:00,82.41,,,
,,11/12/2013 16:00:00,82.54,,,
,,11/13/2013 16:00:00,83.54,,,
,,11/14/2013 16:00:00,83.8,,,
,,11/15/2013 16:00:00,83.96,,,
,,11/18/2013 16:00:00,83.14,,,
,,11/19/2013 16:00:00,82.9,,,
,,11/20/2013 16:00:00,82.7,,,
,,11/21/2013 16:00:00,83.54,,,
,,11/22/2013 16:00:00,83.99,,,
,,11/25/2013 16:00:00,84.19,,,
,,11/26/2013 16:00:00,84.63,,,
,,11/27/2013 16:00:00,85.22,,,
,,11/29/2013 16:00:00,85.73,,,
,,12/2/2013 16:00:00,85.48,,,
,,12/3/2013 16:00:00,85.41,,,
,,12/4/2013 16:00:00,85.49,,,
,,12/5/2013 16:00:00,85.38,,,
,,12/6/2013 16:00:00,86,,,
,,12/9/2013 16:00:00,86.35,,,
,,12/10/2013 16:00:00,86.29,,,
,,12/11/2013 16:00:00,85.18,,,
,,12/12/2013 16:00:00,84.96,,,
,,12/13/2013 16:00:00,84.85,,,
,,12/16/2013 16:00:00,85.32,,,
,,12/17/2013 16:00:00,85.15,,,
,,12/18/2013 16:00:00,86.14,,,
,,12/19/2013 16:00:00,85.9,,,
,,12/20/2013 16:00:00,86.5,,,
,,12/23/2013 16:00:00,87.41,,,
,,12/24/2013 16:00:00,87.45,,,
,,12/26/2013 16:00:00,87.74,,,
,,12/27/2013 16:00:00,87.52,,,
,,12/30/2013 16:00:00,87.39,,,
,,12/31/2013 16:00:00,87.96,,,
,,1/2/2014 16:00:00,87.27,,,
,,1/3/2014 16:00:00,86.64,,,
,,1/6/2014 16:00:00,86.32,,,
,,1/7/2014 16:00:00,87.12,,,
,,1/8/2014 16:00:00,87.31,,,
,,1/9/2014 16:00:00,87.02,,,
,,1/10/2014 16:00:00,87.3,,,
,,1/13/2014 16:00:00,86.01,,,
,,1/14/2014 16:00:00,87.65,,,
,,1/15/2014 16:00:00,88.37,,,
,,1/16/2014 16:00:00,88.38,,,
,,1/17/2014 16:00:00,87.88,,,
,,1/21/2014 16:00:00,88.55,,,
,,1/22/2014 16:00:00,88.78,,,
,,1/23/2014 16:00:00,88.48,,,
,,1/24/2014 16:00:00,86.74,,,
,,1/27/2014 16:00:00,85.9,,,
,,1/28/2014 16:00:00,85.85,,,
,,1/29/2014 16:00:00,84.93,,,
,,1/30/2014 16:00:00,86.5,,,
,,1/31/2014 16:00:00,86.27,,,
,,2/3/2014 16:00:00,84.29,,,
,,2/4/2014 16:00:00,84.91,,,
,,2/5/2014 16:00:00,84.69,,,
,,2/6/2014 16:00:00,85.77,,,
,,2/7/2014 16:00:00,87.3,,,
,,2/10/2014 16:00:00,87.8,,,
,,2/11/2014 16:00:00,88.8,,,
,,2/12/2014 16:00:00,88.97,,,
,,2/13/2014 16:00:00,89.63,,,
,,2/14/2014 16:00:00,89.81,,,
,,2/18/2014 16:00:00,90.25,,,
,,2/19/2014 16:00:00,89.63,,,
,,2/20/2014 16:00:00,90.05,,,
,,2/21/2014 16:00:00,89.93,,,
,,2/24/2014 16:00:00,90.41,,,
,,2/25/2014 16:00:00,90.31,,,
,,2/26/2014 16:00:00,90.23,,,
,,2/27/2014 16:00:00,90.44,,,
,,2/28/2014 16:00:00,90.34,,,
,,3/3/2014 16:00:00,89.67,,,
,,3/4/2014 16:00:00,90.81,,,
,,3/5/2014 16:00:00,91.06,,,
,,3/6/2014 16:00:00,90.98,,,
,,3/7/2014 16:00:00,90.53,,,
,,3/10/2014 16:00:00,90.61,,,
,,3/11/2014 16:00:00,90.22,,,
,,3/12/2014 16:00:00,90.56,,,
,,3/13/2014 16:00:00,89.28,,,
,,3/14/2014 16:00:00,88.67,,,
,,3/17/2014 16:00:00,89.45,,,
,,3/18/2014 16:00:00,90.53,,,
,,3/19/2014 16:00:00,90.04,,,
,,3/20/2014 16:00:00,90.29,,,
,,3/21/2014 16:00:00,89,,,
,,3/24/2014 16:00:00,88.22,,,
,,3/25/2014 16:00:00,88.51,,,
,,3/26/2014 16:00:00,87.37,,,
,,3/27/2014 16:00:00,86.88,,,
,,3/28/2014 16:00:00,87.05,,,
,,3/31/2014 16:00:00,87.67,,,
,,4/1/2014 16:00:00,89.21,,,
,,4/2/2014 16:00:00,89.44,,,
,,4/3/2014 16:00:00,88.73,,,
,,4/4/2014 16:00:00,86.37,,,
,,4/7/2014 16:00:00,85.55,,,
,,4/8/2014 16:00:00,86.34,,,
,,4/9/2014 16:00:00,87.82,,,
,,4/10/2014 16:00:00,85.1,,,
,,4/11/2014 16:00:00,84.11,,,
,,4/14/2014 16:00:00,84.77,,,
,,4/15/2014 16:00:00,85.05,,,
,,4/16/2014 16:00:00,86.18,,,
,,4/17/2014 16:00:00,86.2,,,
,,4/21/2014 16:00:00,86.84,,,
,,4/22/2014 16:00:00,87.53,,,
,,4/23/2014 16:00:00,86.76,,,
,,4/24/2014 16:00:00,87.59,,,
,,4/25/2014 16:00:00,86.19,,,
,,4/28/2014 16:00:00,86.47,,,
,,4/29/2014 16:00:00,87.16,,,
,,4/30/2014 16:00:00,87.39,,,
,,5/1/2014 16:00:00,87.65,,,
,,5/2/2014 16:00:00,87.49,,,
,,5/5/2014 16:00:00,87.95,,,
,,5/6/2014 16:00:00,86.81,,,
,,5/7/2014 16:00:00,86.56,,,
,,5/8/2014 16:00:00,86.48,,,
,,5/9/2014 16:00:00,86.8,,,
,,5/12/2014 16:00:00,88.23,,,
,,5/13/2014 16:00:00,88.29,,,
,,5/14/2014 16:00:00,87.83,,,
,,5/15/2014 16:00:00,87.14,,,
,,5/16/2014 16:00:00,87.71,,,
,,5/19/2014 16:00:00,88.32,,,
,,5/20/2014 16:00:00,88,,,
,,5/21/2014 16:00:00,88.84,,,
,,5/22/2014 16:00:00,89.23,,,
,,5/23/2014 16:00:00,89.88,,,
,,5/27/2014 16:00:00,91,,,
,,5/28/2014 16:00:00,90.72,,,
,,5/29/2014 16:00:00,91.3,,,
,,5/30/2014 16:00:00,91.31,,,
,,6/2/2014 16:00:00,91.22,,,
,,6/3/2014 16:00:00,91.18,,,
,,6/4/2014 16:00:00,91.52,,,
,,6/5/2014 16:00:00,92.29,,,
,,6/6/2014 16:00:00,92.82,,,
,,6/9/2014 16:00:00,92.75,,,
,,6/10/2014 16:00:00,92.91,,,
,,6/11/2014 16:00:00,92.89,,,
,,6/12/2014 16:00:00,92.05,,,
,,6/13/2014 16:00:00,92.32,,,
,,6/16/2014 16:00:00,92.4,,,
,,6/17/2014 16:00:00,92.45,,,
,,6/18/2014 16:00:00,92.97,,,
,,6/19/2014 16:00:00,92.91,,,
,,6/20/2014 16:00:00,92.77,,,
,,6/23/2014 16:00:00,92.79,,,
,,6/24/2014 16:00:00,92.7,,,
,,6/25/2014 16:00:00,93.29,,,
,,6/26/2014 16:00:00,93.34,,,
,,6/27/2014 16:00:00,93.75,,,
,,6/30/2014 16:00:00,93.91,,,
,,7/1/2014 16:00:00,94.94,,,
,,7/2/2014 16:00:00,95.1,,,
,,7/3/2014 16:00:00,95.7,,,
,,7/7/2014 16:00:00,95.41,,,
,,7/8/2014 16:00:00,94.26,,,
,,7/9/2014 16:00:00,94.96,,,
,,7/10/2014 16:00:00,94.66,,,
,,7/11/2014 16:00:00,95.27,,,
,,7/14/2014 16:00:00,95.84,,,
,,7/15/2014 16:00:00,95.51,,,
