,,,,,,
,ETF statistics ,,,,Example command:,
,,GOOGLEFINANCE - Google Docs Editors Help,,,,"GOOGLEFINANCE(""NASDAQ:GOOG"", ""price"", DATE(2014,1,1), DATE(2014,12,31), ""DAILY"")

"
,,Date,Price (Closing),,,
,,Date,Close,,"if we're want historical data for all the ETFs on some big list we compile from Morningstar or Google or wherever,  we can use Sheets' functions to ""for-each"" through all of em and put all the data in Sheets properly",
,,12/20/2005 16:00:00,40.95,,,
,,12/21/2005 16:00:00,41.13,,,
,,12/22/2005 16:00:00,41.4,,,
,,12/23/2005 16:00:00,41.4,,,
,,12/27/2005 16:00:00,41.04,,,
,,12/28/2005 16:00:00,40.99,,,
,,12/29/2005 16:00:00,40.72,,,
,,12/30/2005 16:00:00,40.41,,,
,,1/3/2006 16:00:00,41.31,,,
,,1/4/2006 16:00:00,41.74,,,
,,1/5/2006 16:00:00,41.92,,,
,,1/6/2006 16:00:00,42.68,,,
,,1/9/2006 16:00:00,42.85,,,
,,1/10/2006 16:00:00,42.88,,,
,,1/11/2006 16:00:00,43.21,,,
,,1/12/2006 16:00:00,43,,,
,,1/13/2006 16:00:00,42.98,,,
,,1/17/2006 16:00:00,42.7,,,
,,1/18/2006 16:00:00,42.21,,,
,,1/19/2006 16:00:00,42.52,,,
,,1/20/2006 16:00:00,41.25,,,
,,1/23/2006 16:00:00,41.26,,,
,,1/24/2006 16:00:00,41.44,,,
,,1/25/2006 16:00:00,41.26,,,
,,1/26/2006 16:00:00,41.55,,,
,,1/27/2006 16:00:00,42.11,,,
,,1/30/2006 16:00:00,42.19,,,
,,1/31/2006 16:00:00,41.68,,,
,,2/1/2006 16:00:00,42.01,,,
,,2/2/2006 16:00:00,41.43,,,
,,2/3/2006 16:00:00,40.92,,,
,,2/6/2006 16:00:00,40.81,,,
,,2/7/2006 16:00:00,40.63,,,
,,2/8/2006 16:00:00,41.1,,,
,,2/9/2006 16:00:00,40.71,,,
,,2/10/2006 16:00:00,40.96,,,
,,2/13/2006 16:00:00,40.49,,,
,,2/14/2006 16:00:00,40.9,,,
,,2/15/2006 16:00:00,41.16,,,
,,2/16/2006 16:00:00,41.54,,,
,,2/17/2006 16:00:00,41.21,,,
,,2/21/2006 16:00:00,40.75,,,
,,2/22/2006 16:00:00,41.26,,,
,,2/23/2006 16:00:00,41.15,,,
,,2/24/2006 16:00:00,41.26,,,
,,2/27/2006 16:00:00,41.72,,,
,,2/28/2006 16:00:00,41.1,,,
,,3/1/2006 16:00:00,41.66,,,
,,3/2/2006 16:00:00,41.69,,,
,,3/3/2006 16:00:00,41.45,,,
,,3/6/2006 16:00:00,41.09,,,
,,3/7/2006 16:00:00,40.85,,,
,,3/8/2006 16:00:00,40.87,,,
,,3/9/2006 16:00:00,40.52,,,
,,3/10/2006 16:00:00,40.56,,,
,,3/13/2006 16:00:00,40.68,,,
,,3/14/2006 16:00:00,41.37,,,
,,3/15/2006 16:00:00,41.72,,,
,,3/16/2006 16:00:00,41.37,,,
,,3/17/2006 16:00:00,41.45,,,
,,3/20/2006 16:00:00,41.55,,,
,,3/21/2006 16:00:00,41.11,,,
,,3/22/2006 16:00:00,41.21,,,
,,3/23/2006 16:00:00,41.09,,,
,,3/24/2006 16:00:00,41.3,,,
,,3/27/2006 16:00:00,41.31,,,
,,3/28/2006 16:00:00,41.14,,,
,,3/29/2006 16:00:00,41.92,,,
,,3/30/2006 16:00:00,42.05,,,
,,3/31/2006 16:00:00,41.93,,,
,,4/3/2006 16:00:00,41.98,,,
,,4/4/2006 16:00:00,42.21,,,
,,4/5/2006 16:00:00,42.61,,,
,,4/6/2006 16:00:00,42.73,,,
,,4/7/2006 16:00:00,42.32,,,
,,4/10/2006 16:00:00,42.26,,,
,,4/11/2006 16:00:00,41.92,,,
,,4/12/2006 16:00:00,41.93,,,
,,4/13/2006 16:00:00,42.1,,,
,,4/17/2006 16:00:00,41.66,,,
,,4/18/2006 16:00:00,42.46,,,
,,4/19/2006 16:00:00,42.65,,,
,,4/20/2006 16:00:00,42.5,,,
,,4/21/2006 16:00:00,42,,,
,,4/24/2006 16:00:00,41.96,,,
,,4/25/2006 16:00:00,41.87,,,
,,4/26/2006 16:00:00,41.86,,,
,,4/27/2006 16:00:00,42.26,,,
,,4/28/2006 16:00:00,41.85,,,
,,5/1/2006 16:00:00,41.44,,,
,,5/2/2006 16:00:00,41.55,,,
,,5/3/2006 16:00:00,41.49,,,
,,5/4/2006 16:00:00,41.83,,,
,,5/5/2006 16:00:00,42.16,,,
,,5/8/2006 16:00:00,42.2,,,
,,5/9/2006 16:00:00,42.04,,,
,,5/10/2006 16:00:00,41.67,,,
,,5/11/2006 16:00:00,40.74,,,
,,5/12/2006 16:00:00,40.19,,,
,,5/15/2006 16:00:00,40.16,,,
,,5/16/2006 16:00:00,39.86,,,
,,5/17/2006 16:00:00,39.32,,,
,,5/18/2006 16:00:00,39.05,,,
,,5/19/2006 16:00:00,39.35,,,
,,5/22/2006 16:00:00,38.97,,,
,,5/23/2006 16:00:00,38.59,,,
,,5/24/2006 16:00:00,38.85,,,
,,5/25/2006 16:00:00,39.36,,,
,,5/26/2006 16:00:00,39.49,,,
,,5/30/2006 16:00:00,38.64,,,
,,5/31/2006 16:00:00,38.82,,,
,,6/1/2006 16:00:00,39.74,,,
,,6/2/2006 16:00:00,39.64,,,
,,6/5/2006 16:00:00,38.78,,,
,,6/6/2006 16:00:00,38.75,,,
,,6/8/2006 16:00:00,38.4,,,
,,6/9/2006 16:00:00,38.15,,,
,,6/12/2006 16:00:00,37.4,,,
,,6/13/2006 16:00:00,37.25,,,
,,6/14/2006 16:00:00,37.63,,,
,,6/15/2006 16:00:00,38.65,,,
,,6/16/2006 16:00:00,38.34,,,
,,6/19/2006 16:00:00,38.03,,,
,,6/20/2006 16:00:00,38.08,,,
,,6/21/2006 16:00:00,38.68,,,
,,6/22/2006 16:00:00,38.19,,,
,,6/23/2006 16:00:00,38.15,,,
,,6/26/2006 16:00:00,38.25,,,
,,6/27/2006 16:00:00,37.53,,,
,,6/28/2006 16:00:00,37.81,,,
,,6/29/2006 16:00:00,38.96,,,
,,6/30/2006 16:00:00,38.77,,,
,,7/5/2006 16:00:00,38.15,,,
,,7/6/2006 16:00:00,38.11,,,
,,7/7/2006 16:00:00,37.69,,,
,,7/10/2006 16:00:00,37.36,,,
,,7/11/2006 16:00:00,37.64,,,
,,7/12/2006 16:00:00,36.93,,,
,,7/13/2006 16:00:00,36.31,,,
,,7/14/2006 16:00:00,35.94,,,
,,7/17/2006 16:00:00,36.03,,,
,,7/18/2006 16:00:00,36.15,,,
,,7/19/2006 16:00:00,36.62,,,
,,7/20/2006 16:00:00,36.08,,,
,,7/21/2006 16:00:00,35.7,,,
,,7/24/2006 16:00:00,36.41,,,
,,7/25/2006 16:00:00,36.62,,,
,,7/26/2006 16:00:00,36.59,,,
,,7/28/2006 16:00:00,37.11,,,
,,7/31/2006 16:00:00,37.1,,,
,,8/1/2006 16:00:00,36.48,,,
,,8/2/2006 16:00:00,36.89,,,
,,8/3/2006 16:00:00,37.12,,,
,,8/4/2006 16:00:00,36.95,,,
,,8/7/2006 16:00:00,36.71,,,
,,8/8/2006 16:00:00,36.48,,,
,,8/9/2006 16:00:00,36.53,,,
,,8/10/2006 16:00:00,36.79,,,
,,8/11/2006 16:00:00,36.53,,,
,,8/14/2006 16:00:00,36.77,,,
,,8/15/2006 16:00:00,37.7,,,
,,8/16/2006 16:00:00,38.58,,,
,,8/17/2006 16:00:00,38.73,,,
,,8/18/2006 16:00:00,38.79,,,
,,8/21/2006 16:00:00,38.42,,,
,,8/22/2006 16:00:00,38.43,,,
,,8/23/2006 16:00:00,38.14,,,
,,8/24/2006 16:00:00,38.25,,,
,,8/25/2006 16:00:00,38.32,,,
,,8/28/2006 16:00:00,38.61,,,
,,8/29/2006 16:00:00,38.73,,,
,,8/30/2006 16:00:00,38.91,,,
,,8/31/2006 16:00:00,38.87,,,
,,9/1/2006 16:00:00,39.08,,,
,,9/5/2006 16:00:00,39.46,,,
,,9/6/2006 16:00:00,38.67,,,
,,9/7/2006 16:00:00,38.48,,,
,,9/8/2006 16:00:00,38.72,,,
,,9/11/2006 16:00:00,38.96,,,
,,9/12/2006 16:00:00,39.68,,,
,,9/13/2006 16:00:00,39.96,,,
,,9/14/2006 16:00:00,39.99,,,
,,9/15/2006 16:00:00,40.11,,,
,,9/19/2006 16:00:00,39.85,,,
,,9/20/2006 16:00:00,40.43,,,
,,9/21/2006 16:00:00,40.18,,,
,,9/22/2006 16:00:00,39.87,,,
,,9/25/2006 16:00:00,40.57,,,
,,9/26/2006 16:00:00,40.77,,,
,,9/27/2006 16:00:00,40.72,,,
,,9/28/2006 16:00:00,40.83,,,
,,9/29/2006 16:00:00,40.65,,,
,,10/2/2006 16:00:00,40.14,,,
,,10/3/2006 16:00:00,40.31,,,
,,10/4/2006 16:00:00,41.3,,,
,,10/5/2006 16:00:00,41.5,,,
,,10/6/2006 16:00:00,41.41,,,
,,10/9/2006 16:00:00,41.55,,,
,,10/10/2006 16:00:00,41.62,,,
,,10/11/2006 16:00:00,41.54,,,
,,10/12/2006 16:00:00,42.23,,,
,,10/13/2006 16:00:00,42.43,,,
,,10/16/2006 16:00:00,42.45,,,
,,10/17/2006 16:00:00,42,,,
,,10/18/2006 16:00:00,41.8,,,
,,10/19/2006 16:00:00,41.9,,,
,,10/20/2006 16:00:00,42,,,
,,10/23/2006 16:00:00,42.43,,,
,,10/24/2006 16:00:00,42.13,,,
,,10/25/2006 16:00:00,42.43,,,
,,10/26/2006 16:00:00,42.82,,,
,,10/27/2006 16:00:00,42.21,,,
,,10/30/2006 16:00:00,42.48,,,
,,10/31/2006 16:00:00,42.58,,,
,,11/1/2006 16:00:00,42,,,
,,11/2/2006 16:00:00,42.04,,,
,,11/3/2006 16:00:00,41.93,,,
,,11/6/2006 16:00:00,42.54,,,
,,11/7/2006 16:00:00,42.83,,,
,,11/8/2006 16:00:00,43.03,,,
,,11/9/2006 16:00:00,42.8,,,
,,11/10/2006 16:00:00,43.03,,,
,,11/13/2006 16:00:00,43.46,,,
,,11/14/2006 16:00:00,43.93,,,
,,11/15/2006 16:00:00,44.07,,,
,,11/16/2006 16:00:00,44.27,,,
,,11/17/2006 16:00:00,44.3,,,
,,11/20/2006 16:00:00,44.39,,,
,,11/21/2006 16:00:00,44.45,,,
,,11/22/2006 16:00:00,44.73,,,
,,11/27/2006 16:00:00,43.66,,,
,,11/28/2006 16:00:00,43.77,,,
,,11/29/2006 16:00:00,44.07,,,
,,11/30/2006 16:00:00,44.04,,,
,,12/1/2006 16:00:00,43.66,,,
,,12/4/2006 16:00:00,44.26,,,
,,12/5/2006 16:00:00,44.42,,,
,,12/6/2006 16:00:00,44.26,,,
,,12/7/2006 16:00:00,43.7,,,
,,12/8/2006 16:00:00,43.9,,,
,,12/11/2006 16:00:00,44.06,,,
,,12/12/2006 16:00:00,43.8,,,
,,12/13/2006 16:00:00,43.88,,,
,,12/14/2006 16:00:00,44.37,,,
,,12/15/2006 16:00:00,44.43,,,
,,12/18/2006 16:00:00,43.99,,,
,,12/19/2006 16:00:00,43.85,,,
,,12/20/2006 16:00:00,43.69,,,
,,12/21/2006 16:00:00,43.38,,,
,,12/22/2006 16:00:00,42.93,,,
,,12/26/2006 16:00:00,43.11,,,
,,12/27/2006 16:00:00,43.33,,,
,,12/28/2006 16:00:00,43.12,,,
,,12/29/2006 16:00:00,43.16,,,
,,1/3/2007 16:00:00,43.24,,,
,,1/4/2007 16:00:00,44.06,,,
,,1/5/2007 16:00:00,43.85,,,
,,1/8/2007 16:00:00,43.88,,,
,,1/9/2007 16:00:00,44.1,,,
,,1/10/2007 16:00:00,44.62,,,
,,1/11/2007 16:00:00,45.08,,,
,,1/12/2007 16:00:00,45.31,,,
,,1/16/2007 16:00:00,45.28,,,
,,1/17/2007 16:00:00,44.91,,,
,,1/18/2007 16:00:00,44.08,,,
,,1/19/2007 16:00:00,44.17,,,
,,1/22/2007 16:00:00,43.69,,,
,,1/23/2007 16:00:00,43.58,,,
,,1/24/2007 16:00:00,44.3,,,
,,1/25/2007 16:00:00,43.73,,,
,,1/26/2007 16:00:00,43.57,,,
,,1/29/2007 16:00:00,43.61,,,
,,1/30/2007 16:00:00,43.63,,,
,,1/31/2007 16:00:00,44.07,,,
,,2/1/2007 16:00:00,44.02,,,
,,2/2/2007 16:00:00,44.16,,,
,,2/5/2007 16:00:00,44.12,,,
,,2/6/2007 16:00:00,44.05,,,
,,2/7/2007 16:00:00,44.46,,,
,,2/8/2007 16:00:00,44.45,,,
,,2/9/2007 16:00:00,43.84,,,
,,2/12/2007 16:00:00,43.7,,,
,,2/13/2007 16:00:00,43.86,,,
,,2/14/2007 16:00:00,44.6,,,
,,2/15/2007 16:00:00,44.86,,,
,,2/16/2007 16:00:00,44.71,,,
,,2/20/2007 16:00:00,44.68,,,
,,2/21/2007 16:00:00,45.19,,,
,,2/22/2007 16:00:00,45.42,,,
,,2/23/2007 16:00:00,45.26,,,
,,2/26/2007 16:00:00,45.04,,,
,,2/27/2007 16:00:00,43.19,,,
,,2/28/2007 16:00:00,43.33,,,
,,3/1/2007 16:00:00,43.13,,,
,,3/2/2007 16:00:00,42.48,,,
,,3/5/2007 16:00:00,42.15,,,
,,3/6/2007 16:00:00,42.85,,,
,,3/7/2007 16:00:00,42.68,,,
,,3/8/2007 16:00:00,42.97,,,
,,3/9/2007 16:00:00,42.98,,,
,,3/12/2007 16:00:00,43.21,,,
,,3/13/2007 16:00:00,42.37,,,
,,3/14/2007 16:00:00,42.99,,,
,,3/15/2007 16:00:00,42.89,,,
,,3/16/2007 16:00:00,42.83,,,
,,3/19/2007 16:00:00,43.27,,,
,,3/20/2007 16:00:00,43.58,,,
,,3/21/2007 16:00:00,44.42,,,
,,3/22/2007 16:00:00,44.26,,,
,,3/23/2007 16:00:00,44.12,,,
,,3/26/2007 16:00:00,44.3,,,
,,3/27/2007 16:00:00,43.99,,,
,,3/28/2007 16:00:00,43.52,,,
,,3/29/2007 16:00:00,43.57,,,
,,3/30/2007 16:00:00,43.53,,,
,,4/2/2007 16:00:00,43.59,,,
,,4/3/2007 16:00:00,44.16,,,
,,4/4/2007 16:00:00,44.34,,,
,,4/10/2007 16:00:00,44.68,,,
,,4/11/2007 16:00:00,44.21,,,
,,4/12/2007 16:00:00,44.56,,,
,,4/13/2007 16:00:00,44.65,,,
,,4/16/2007 16:00:00,45.06,,,
,,4/17/2007 16:00:00,45.16,,,
,,4/18/2007 16:00:00,45.01,,,
,,4/19/2007 16:00:00,45.15,,,
,,4/20/2007 16:00:00,45.4,,,
,,4/23/2007 16:00:00,45.47,,,
,,4/24/2007 16:00:00,45.7,,,
,,4/25/2007 16:00:00,46.31,,,
,,4/26/2007 16:00:00,46.55,,,
,,4/27/2007 16:00:00,46.57,,,
,,4/30/2007 16:00:00,45.96,,,
,,5/1/2007 16:00:00,45.92,,,
,,5/2/2007 16:00:00,46.42,,,
,,5/3/2007 16:00:00,46.59,,,
,,5/4/2007 16:00:00,46.63,,,
,,5/7/2007 16:00:00,46.63,,,
,,5/8/2007 16:00:00,46.73,,,
,,5/9/2007 16:00:00,46.83,,,
,,5/10/2007 16:00:00,46.19,,,
,,5/11/2007 16:00:00,46.78,,,
,,5/14/2007 16:00:00,46.46,,,
,,5/15/2007 16:00:00,46.1,,,
,,5/16/2007 16:00:00,46.55,,,
,,5/17/2007 16:00:00,46.33,,,
,,5/18/2007 16:00:00,46.71,,,
,,5/21/2007 16:00:00,47.01,,,
,,5/22/2007 16:00:00,47.05,,,
,,5/23/2007 16:00:00,46.83,,,
,,5/24/2007 16:00:00,46.16,,,
,,5/25/2007 16:00:00,46.45,,,
,,5/29/2007 16:00:00,46.81,,,
,,5/30/2007 16:00:00,47.19,,,
,,5/31/2007 16:00:00,47.41,,,
,,6/1/2007 16:00:00,47.44,,,
,,6/4/2007 16:00:00,47.58,,,
,,6/5/2007 16:00:00,47.58,,,
,,6/6/2007 16:00:00,47.07,,,
,,6/7/2007 16:00:00,46.34,,,
,,6/8/2007 16:00:00,46.91,,,
,,6/11/2007 16:00:00,46.82,,,
,,6/12/2007 16:00:00,46.54,,,
,,6/13/2007 16:00:00,47.05,,,
,,6/14/2007 16:00:00,47.36,,,
,,6/15/2007 16:00:00,47.73,,,
,,6/18/2007 16:00:00,47.77,,,
,,6/19/2007 16:00:00,47.76,,,
,,6/20/2007 16:00:00,47.31,,,
,,6/21/2007 16:00:00,47.74,,,
,,6/22/2007 16:00:00,47.29,,,
,,6/25/2007 16:00:00,47.09,,,
,,6/26/2007 16:00:00,46.82,,,
,,6/27/2007 16:00:00,47.54,,,
,,6/28/2007 16:00:00,47.52,,,
,,6/29/2007 16:00:00,47.6,,,
,,7/2/2007 16:00:00,48.01,,,
,,7/3/2007 16:00:00,48.31,,,
,,7/5/2007 16:00:00,48.66,,,
,,7/6/2007 16:00:00,48.86,,,
,,7/9/2007 16:00:00,48.89,,,
,,7/10/2007 16:00:00,48.48,,,
,,7/11/2007 16:00:00,48.81,,,
,,7/12/2007 16:00:00,49.56,,,
,,7/13/2007 16:00:00,49.9,,,
,,7/16/2007 16:00:00,49.85,,,
,,7/17/2007 16:00:00,50.23,,,
,,7/18/2007 16:00:00,50.17,,,
,,7/19/2007 16:00:00,50.32,,,
,,7/20/2007 16:00:00,50.05,,,
,,7/23/2007 16:00:00,50.07,,,
,,7/24/2007 16:00:00,49.33,,,
,,7/25/2007 16:00:00,49.4,,,
,,7/26/2007 16:00:00,48.98,,,
,,7/27/2007 16:00:00,47.99,,,
,,7/30/2007 16:00:00,48.55,,,
,,7/31/2007 16:00:00,47.53,,,
,,8/1/2007 16:00:00,47.9,,,
,,8/2/2007 16:00:00,48.34,,,
,,8/3/2007 16:00:00,47.42,,,
,,8/6/2007 16:00:00,47.97,,,
,,8/7/2007 16:00:00,48.31,,,
,,8/8/2007 16:00:00,48.84,,,
,,8/9/2007 16:00:00,47.71,,,
,,8/10/2007 16:00:00,47.28,,,
,,8/13/2007 16:00:00,47.6,,,
,,8/14/2007 16:00:00,46.79,,,
,,8/15/2007 16:00:00,45.9,,,
,,8/16/2007 16:00:00,45.45,,,
,,8/17/2007 16:00:00,46.31,,,
,,8/20/2007 16:00:00,46.53,,,
,,8/21/2007 16:00:00,47.02,,,
,,8/22/2007 16:00:00,47.66,,,
,,8/23/2007 16:00:00,47.53,,,
,,8/24/2007 16:00:00,48.2,,,
,,8/27/2007 16:00:00,47.88,,,
,,8/28/2007 16:00:00,46.74,,,
,,8/29/2007 16:00:00,48.08,,,
,,8/30/2007 16:00:00,48.33,,,
,,8/31/2007 16:00:00,48.87,,,
,,9/4/2007 16:00:00,49.68,,,
,,9/5/2007 16:00:00,49.18,,,
,,9/6/2007 16:00:00,49.14,,,
,,9/7/2007 16:00:00,48.23,,,
,,9/11/2007 16:00:00,48.93,,,
,,9/12/2007 16:00:00,48.94,,,
,,9/13/2007 16:00:00,49.18,,,
,,9/14/2007 16:00:00,49.22,,,
,,9/17/2007 16:00:00,48.81,,,
,,9/18/2007 16:00:00,50.04,,,
,,9/19/2007 16:00:00,50.17,,,
,,9/20/2007 16:00:00,50.03,,,
,,9/21/2007 16:00:00,50.36,,,
,,9/24/2007 16:00:00,50.59,,,
,,9/25/2007 16:00:00,51.07,,,
,,9/26/2007 16:00:00,51.32,,,
,,9/27/2007 16:00:00,51.58,,,
,,9/28/2007 16:00:00,51.41,,,
,,10/1/2007 16:00:00,52,,,
,,10/2/2007 16:00:00,52.01,,,
,,10/3/2007 16:00:00,51.65,,,
,,10/4/2007 16:00:00,51.77,,,
,,10/5/2007 16:00:00,52.82,,,
,,10/8/2007 16:00:00,53.15,,,
,,10/9/2007 16:00:00,53.38,,,
,,10/10/2007 16:00:00,53.51,,,
,,10/11/2007 16:00:00,52.66,,,
,,10/12/2007 16:00:00,53.53,,,
,,10/15/2007 16:00:00,53.12,,,
,,10/16/2007 16:00:00,52.87,,,
,,10/17/2007 16:00:00,53.55,,,
,,10/18/2007 16:00:00,53.78,,,
,,10/19/2007 16:00:00,52.44,,,
,,10/22/2007 16:00:00,53.07,,,
,,10/23/2007 16:00:00,54.18,,,
,,10/24/2007 16:00:00,53.77,,,
,,10/25/2007 16:00:00,53.05,,,
,,10/26/2007 16:00:00,53.93,,,
,,10/29/2007 16:00:00,54.16,,,
,,10/30/2007 16:00:00,54.26,,,
,,10/31/2007 16:00:00,55.03,,,
,,11/1/2007 16:00:00,54,,,
,,11/2/2007 16:00:00,54.42,,,
,,11/5/2007 16:00:00,54.07,,,
,,11/6/2007 16:00:00,54.68,,,
,,11/7/2007 16:00:00,53.35,,,
,,11/8/2007 16:00:00,51.73,,,
,,11/9/2007 16:00:00,50,,,
,,11/12/2007 16:00:00,48.73,,,
,,11/13/2007 16:00:00,50.74,,,
,,11/14/2007 16:00:00,50.09,,,
,,11/15/2007 16:00:00,49.82,,,
,,11/16/2007 16:00:00,50.28,,,
,,11/19/2007 16:00:00,49.7,,,
,,11/20/2007 16:00:00,49.9,,,
,,11/21/2007 16:00:00,49.31,,,
,,11/27/2007 16:00:00,49.96,,,
,,11/28/2007 16:00:00,51.48,,,
,,11/29/2007 16:00:00,51.7,,,
,,11/30/2007 16:00:00,51.31,,,
,,12/3/2007 16:00:00,50.88,,,
,,12/4/2007 16:00:00,50.67,,,
,,12/5/2007 16:00:00,51.57,,,
,,12/6/2007 16:00:00,52.32,,,
,,12/7/2007 16:00:00,52.33,,,
,,12/10/2007 16:00:00,52.54,,,
,,12/11/2007 16:00:00,51.32,,,
,,12/12/2007 16:00:00,51.78,,,
,,12/13/2007 16:00:00,51.5,,,
,,12/14/2007 16:00:00,50.97,,,
,,12/17/2007 16:00:00,49.73,,,
,,12/19/2007 16:00:00,49.88,,,
,,12/20/2007 16:00:00,50.9,,,
,,12/21/2007 16:00:00,51.85,,,
,,12/26/2007 16:00:00,52.5,,,
,,12/27/2007 16:00:00,51.93,,,
,,12/28/2007 16:00:00,51.86,,,
,,12/31/2007 16:00:00,51.22,,,
,,1/2/2008 16:00:00,50.45,,,
,,1/3/2008 16:00:00,50.62,,,
,,1/4/2008 16:00:00,48.4,,,
,,1/7/2008 16:00:00,48.17,,,
,,1/8/2008 16:00:00,46.92,,,
,,1/9/2008 16:00:00,47.92,,,
,,1/10/2008 16:00:00,47.99,,,
,,1/11/2008 16:00:00,47.05,,,
,,1/14/2008 16:00:00,47.87,,,
,,1/15/2008 16:00:00,46.55,,,
,,1/16/2008 16:00:00,46.05,,,
,,1/17/2008 16:00:00,45.41,,,
,,1/18/2008 16:00:00,45.35,,,
,,1/22/2008 16:00:00,44.18,,,
,,1/23/2008 16:00:00,44.02,,,
,,1/24/2008 16:00:00,44.91,,,
,,1/25/2008 16:00:00,43.99,,,
,,1/28/2008 16:00:00,44.33,,,
,,1/29/2008 16:00:00,44.41,,,
,,1/30/2008 16:00:00,44.37,,,
,,1/31/2008 16:00:00,45.13,,,
,,2/1/2008 16:00:00,45.59,,,
,,2/4/2008 16:00:00,44.95,,,
,,2/5/2008 16:00:00,43.67,,,
,,2/6/2008 16:00:00,42.81,,,
,,2/7/2008 16:00:00,43.11,,,
,,2/8/2008 16:00:00,43.6,,,
,,2/11/2008 16:00:00,44.07,,,
,,2/12/2008 16:00:00,43.82,,,
,,2/13/2008 16:00:00,44.78,,,
,,2/14/2008 16:00:00,43.97,,,
,,2/15/2008 16:00:00,43.82,,,
,,2/19/2008 16:00:00,43.74,,,
,,2/20/2008 16:00:00,43.94,,,
,,2/21/2008 16:00:00,43.52,,,
,,2/22/2008 16:00:00,43.68,,,
,,2/26/2008 16:00:00,44.07,,,
,,2/27/2008 16:00:00,44.29,,,
,,2/28/2008 16:00:00,44.12,,,
,,2/29/2008 16:00:00,42.95,,,
,,3/3/2008 16:00:00,42.67,,,
,,3/4/2008 16:00:00,42.91,,,
,,3/5/2008 16:00:00,43.12,,,
,,3/6/2008 16:00:00,42.17,,,
,,3/7/2008 16:00:00,42.07,,,
,,3/10/2008 16:00:00,41.26,,,
,,3/11/2008 16:00:00,42.83,,,
,,3/12/2008 16:00:00,42.71,,,
,,3/13/2008 16:00:00,43.04,,,
,,3/14/2008 16:00:00,42.25,,,
,,3/17/2008 16:00:00,41.48,,,
,,3/18/2008 16:00:00,43.33,,,
,,3/19/2008 16:00:00,42.26,,,
,,3/20/2008 16:00:00,43.09,,,
,,3/24/2008 16:00:00,44.58,,,
,,3/25/2008 16:00:00,44.83,,,
,,3/26/2008 16:00:00,44.7,,,
,,3/27/2008 16:00:00,43.71,,,
,,3/28/2008 16:00:00,43.49,,,
,,3/31/2008 16:00:00,43.72,,,
,,4/1/2008 16:00:00,45.59,,,
,,4/2/2008 16:00:00,45.49,,,
,,4/3/2008 16:00:00,45.59,,,
,,4/4/2008 16:00:00,45.86,,,
,,4/7/2008 16:00:00,45.76,,,
,,4/8/2008 16:00:00,45.41,,,
,,4/9/2008 16:00:00,44.9,,,
,,4/10/2008 16:00:00,45.54,,,
,,4/11/2008 16:00:00,44.28,,,
,,4/14/2008 16:00:00,44.08,,,
,,4/15/2008 16:00:00,44.14,,,
,,4/16/2008 16:00:00,45.37,,,
,,4/17/2008 16:00:00,45.27,,,
,,4/18/2008 16:00:00,46.71,,,
,,4/21/2008 16:00:00,47.04,,,
,,4/22/2008 16:00:00,46.34,,,
,,4/23/2008 16:00:00,46.85,,,
,,4/24/2008 16:00:00,47.27,,,
,,4/25/2008 16:00:00,47.15,,,
,,4/28/2008 16:00:00,47.24,,,
,,4/29/2008 16:00:00,47.6,,,
,,4/30/2008 16:00:00,47.21,,,
,,5/1/2008 16:00:00,48.7,,,
,,5/2/2008 16:00:00,48.77,,,
,,5/5/2008 16:00:00,48.63,,,
,,5/6/2008 16:00:00,48.93,,,
,,5/7/2008 16:00:00,48.04,,,
,,5/8/2008 16:00:00,48.4,,,
,,5/9/2008 16:00:00,48.21,,,
,,5/12/2008 16:00:00,49.09,,,
,,5/13/2008 16:00:00,49.22,,,
,,5/14/2008 16:00:00,49.11,,,
,,5/15/2008 16:00:00,49.97,,,
,,5/16/2008 16:00:00,50.01,,,
,,5/19/2008 16:00:00,49.65,,,
,,5/20/2008 16:00:00,49.27,,,
,,5/21/2008 16:00:00,48.18,,,
,,5/22/2008 16:00:00,48.35,,,
,,5/23/2008 16:00:00,48.2,,,
,,5/27/2008 16:00:00,49.05,,,
,,5/28/2008 16:00:00,49.25,,,
,,5/29/2008 16:00:00,49.69,,,
,,5/30/2008 16:00:00,50.01,,,
,,6/2/2008 16:00:00,49.4,,,
,,6/3/2008 16:00:00,49.13,,,
,,6/4/2008 16:00:00,49.76,,,
,,6/5/2008 16:00:00,50.55,,,
,,6/6/2008 16:00:00,49.03,,,
,,6/9/2008 16:00:00,48.77,,,
,,6/10/2008 16:00:00,48.54,,,
,,6/11/2008 16:00:00,47.38,,,
,,6/12/2008 16:00:00,47.42,,,
,,6/13/2008 16:00:00,48.37,,,
,,6/16/2008 16:00:00,48.8,,,
,,6/17/2008 16:00:00,48.54,,,
,,6/18/2008 16:00:00,48.02,,,
,,6/19/2008 16:00:00,48.77,,,
,,6/20/2008 16:00:00,47.42,,,
,,6/23/2008 16:00:00,47.05,,,
,,6/24/2008 16:00:00,46.81,,,
,,6/25/2008 16:00:00,47.57,,,
,,6/26/2008 16:00:00,45.65,,,
,,6/27/2008 16:00:00,45.65,,,
,,6/30/2008 16:00:00,45.17,,,
,,7/1/2008 16:00:00,45.81,,,
,,7/2/2008 16:00:00,44.71,,,
,,7/7/2008 16:00:00,44.9,,,
,,7/8/2008 16:00:00,45.97,,,
,,7/9/2008 16:00:00,44.75,,,
